path	proposed_owner	migration_rule
docs/architecture/issue-824-kiosk-launcher-reset-recovery-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/architecture/issue-845-raes-hard-rename-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/architecture/issue-847-openssf-scorecard-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/architecture/issue-852-devmain-promotion-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/architecture/issue-858-bounded-participant-choice-transport-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/architecture/issue-859-idempotent-stuttering-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/architecture/issue-862-explicit-participant-model-selection-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/architecture/issue-866-techvault-realization-contract-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/architecture/issue-874-scenario-bundle-realization-roots-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/architecture/issue-875-scenario-content-declaration-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/architecture/issue-876-dynamic-composition-readback-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/architecture/issue-878-scenario-verification-plugin-seam-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/architecture/issue-892-dynamic-composition-artifact-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/architecture/issue-905-lab-lifecycle-robustness-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/architecture/issue-913-shuffle-post-realization-mutation-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/architecture/issue-951-fresh-env-pack-start-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/architecture/networking.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/architecture/obs-002-correlation-identity-clock-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/architecture/rep-003-run-scoped-provenance-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/architecture/rng-001-ephemeral-environments-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/components/appliance-boundary.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/components/default-defensive-posture.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/components/kali-redteam.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/components/mcp-integration.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/components/mcp-smoke-test-protocol.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/components/participant-workbench.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/components/reverse-engineering-container.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/components/victim-containers.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/components/wazuh-active-response.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/components/wazuh-siem.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/containers/victim-template-guide.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/deployment.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/getting-started/index.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/getting-started/installation.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/getting-started/prerequisites.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/getting-started/quick-start.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/index.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/raes/app-1-appliance-boundary-materialization-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/raes/bounded-participant-agency-readiness.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/raes/dsl-003-runtime-substitution-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/raes/dsl-005-assertion-evaluation-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/raes/dsl-008-realization-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/raes/dsl-010-participant-runtime-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/raes/issue-759-libvirt-service-reachability-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/raes/m1-raes-conformance-truth-up-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/raes/orchestration-capable-profile-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/raes/paper-scenario-realization.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/raes/techvault-curated-live-validation-gate.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/raes/techvault-curated-live-validation-gate/.gitignore	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/raes/techvault-curated-live-validation-gate/run-curated-live-proof.sh	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/raes/techvault-curated-live-validation-gate/techvault-attacker-target/participant-action.json	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
